@timestamp,agent.hostname,source.ip,source.port,destination.ip,destination.port,network.transport,network.packets,destination.bytes,source.bytes,bytes_in,bytes_out,Technique
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,55676,10.0.0.21,106,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:30.025",webserver0logs,192.168.91.128,35844,192.168.91.1,106,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,35844,192.168.91.1,106,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,35844,192.168.91.1,106,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,35844,192.168.91.1,106,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,50904,10.0.0.21,107,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,50904,10.0.0.21,107,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:30.025",webserver0logs,192.168.91.128,56584,192.168.91.1,107,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,56584,192.168.91.1,107,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,56584,192.168.91.1,107,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,56584,192.168.91.1,107,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,43146,10.0.0.21,108,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,43146,10.0.0.21,108,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:30.025",webserver0logs,192.168.91.128,53632,192.168.91.1,108,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,53632,192.168.91.1,108,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,53632,192.168.91.1,108,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,53632,192.168.91.1,108,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,53910,10.0.0.21,109,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,53910,10.0.0.21,109,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:30.025",webserver0logs,192.168.91.128,58874,192.168.91.1,109,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,58874,192.168.91.1,109,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,58874,192.168.91.1,109,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,58874,192.168.91.1,109,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,48106,10.0.0.21,110,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,48106,10.0.0.21,110,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,39292,192.168.91.1,110,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,39292,192.168.91.1,110,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,39292,192.168.91.1,110,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,49304,10.0.0.21,111,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,49304,10.0.0.21,111,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,43364,192.168.91.1,111,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,43364,192.168.91.1,111,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,43364,192.168.91.1,111,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,53800,10.0.0.21,112,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,53800,10.0.0.21,112,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,45812,192.168.91.1,112,tcp,2,0,148,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,45812,192.168.91.1,112,tcp,2,0,148,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,45812,192.168.91.1,112,tcp,2,0,148,0,0,1
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,48554,10.0.0.21,113,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,48554,10.0.0.21,113,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,43128,192.168.91.1,113,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,43128,192.168.91.1,113,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,43128,192.168.91.1,113,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,42800,10.0.0.21,114,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,42800,10.0.0.21,114,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,55010,192.168.91.1,114,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,55010,192.168.91.1,114,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,55010,192.168.91.1,114,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,55010,192.168.91.1,114,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,55010,192.168.91.1,114,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,55010,192.168.91.1,114,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,55422,10.0.0.21,115,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,55422,10.0.0.21,115,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,45250,192.168.91.1,115,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,45250,192.168.91.1,115,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,45250,192.168.91.1,115,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,45250,192.168.91.1,115,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,45250,192.168.91.1,115,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,45250,192.168.91.1,115,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,60624,10.0.0.21,116,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,60624,10.0.0.21,116,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,45362,192.168.91.1,116,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,45362,192.168.91.1,116,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,45362,192.168.91.1,116,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,45362,192.168.91.1,116,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,45362,192.168.91.1,116,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,45362,192.168.91.1,116,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,47070,10.0.0.21,117,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,47070,10.0.0.21,117,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,55580,192.168.91.1,117,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,55580,192.168.91.1,117,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,55580,192.168.91.1,117,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,55580,192.168.91.1,117,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,55580,192.168.91.1,117,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,55580,192.168.91.1,117,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,34026,10.0.0.21,118,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,34026,10.0.0.21,118,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,40104,192.168.91.1,118,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,40104,192.168.91.1,118,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,40104,192.168.91.1,118,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,40104,192.168.91.1,118,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,40104,192.168.91.1,118,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,40104,192.168.91.1,118,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,38788,10.0.0.21,119,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,38788,10.0.0.21,119,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,42670,192.168.91.1,119,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,42670,192.168.91.1,119,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,42670,192.168.91.1,119,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,42670,192.168.91.1,119,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,42670,192.168.91.1,119,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,42670,192.168.91.1,119,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,43512,10.0.0.21,120,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,43512,10.0.0.21,120,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,46898,192.168.91.1,120,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,46898,192.168.91.1,120,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,46898,192.168.91.1,120,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,46898,192.168.91.1,120,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,46898,192.168.91.1,120,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,46898,192.168.91.1,120,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,45342,10.0.0.21,121,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,45342,10.0.0.21,121,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,39678,192.168.91.1,121,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,39678,192.168.91.1,121,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,39678,192.168.91.1,121,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,39678,192.168.91.1,121,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,39678,192.168.91.1,121,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,39678,192.168.91.1,121,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,50914,10.0.0.21,122,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,50914,10.0.0.21,122,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,43350,192.168.91.1,122,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,43350,192.168.91.1,122,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,43350,192.168.91.1,122,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,43350,192.168.91.1,122,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,43350,192.168.91.1,122,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,43350,192.168.91.1,122,tcp,1,0,74,0,0,1
"Oct 24, 2022 @ 13:26:30.002",webserver,10.0.0.20,48796,10.0.0.21,123,0,2,56,76,0,0,0
"Oct 24, 2022 @ 13:26:30.002",dbserver,10.0.0.20,48796,10.0.0.21,123,0,2,56,76,0,0,0
"Sep 29, 2022 @ 13:19:30.025",webserver0logs,192.168.91.128,41671,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,41671,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:19:40.014",webserver0logs,192.168.91.128,49268,192.168.91.1,123,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,49268,192.168.91.1,123,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,41671,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:19:50.023",webserver0logs,192.168.91.128,52860,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,41671,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,52860,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:00.018",webserver0logs,192.168.91.128,49268,192.168.91.1,123,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,49268,192.168.91.1,123,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:10.015",webserver0logs,192.168.91.128,52860,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,52860,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,53679,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:20.016",webserver0logs,192.168.91.128,49268,192.168.91.1,123,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,52860,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,53679,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:30.023",webserver0logs,192.168.91.128,49268,192.168.91.1,123,tcp,1,0,74,0,0,1
"Sep 29, 2022 @ 13:20:40.012",webserver0logs,192.168.91.128,53679,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:20:50.022",webserver0logs,192.168.91.128,53679,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:30:40.016",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:30:40.016",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:30:50.020",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:30:50.020",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:00.018",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:00.018",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:10.021",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:10.021",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:10.021",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:10.021",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:20.014",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:20.014",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:20.014",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:20.014",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:30.024",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:30.024",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:30.024",webserver0logs,192.168.91.128,39045,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:30.024",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:40.017",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:40.017",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:40.017",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:40.017",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:50.019",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:50.019",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:50.019",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:31:50.019",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:00.019",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:00.019",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:00.019",webserver0logs,192.168.91.128,50433,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:00.019",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:10.017",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:10.017",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:10.017",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:10.017",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:20.014",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:20.014",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:20.014",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:20.014",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:30.021",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:30.021",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:30.021",webserver0logs,192.168.91.128,60748,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:30.021",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:40.014",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:40.014",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:40.014",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:40.014",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:50.018",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:50.018",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:50.018",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:32:50.018",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:00.014",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:00.014",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:00.014",webserver0logs,192.168.91.128,42143,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:00.014",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:10.014",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:10.014",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:20.026",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:20.026",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:20.026",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:20.026",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:30.016",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:30.016",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:30.016",webserver0logs,192.168.91.128,56145,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:30.016",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:40.020",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:40.020",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:50.021",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:50.021",webserver0logs,192.168.91.128,34166,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:50.021",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:33:50.021",webserver0logs,192.168.91.128,34166,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:00.025",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:00.025",webserver0logs,192.168.91.128,34166,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:00.025",webserver0logs,192.168.91.128,34850,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:00.025",webserver0logs,192.168.91.128,34166,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:10.018",webserver0logs,192.168.91.128,34166,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:10.018",webserver0logs,192.168.91.128,34166,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:20.018",webserver0logs,192.168.91.128,34166,167.71.195.165,123,udp,2,90,90,0,0,1
"Sep 29, 2022 @ 13:34:20.018",webserver0logs,192.168.91.128,45600,167.71.195.165,123,udp,2,90,90,0,0,1
